,score,names_wiki+googleart+wga+meisterwerke+moma+artuk,dates_wiki+googleart+wga+meisterwerke+moma+artuk,names_rijks,dates_rijks,is_same,artist_id_wiki+googleart+wga+meisterwerke+moma+artuk,artist_id_rijks,idx,total_works_count,year_diff
821,90,"[lutma, johannes the younger]","[1624, 1689]","[johannes lutma (ii), lutma, johannes (ii)]","[1609, 1689]",1,"wga_lutma, johannes the younger, (1624-1689)",rijks_rjgd-johannes-lutma-(ii),"(6943, 3225)",31,"[15, 0]"
822,100,"[l'epicier, françois bernard, l'epicier, bernard, l'epicié, bernard, l'épicié, françois bernard, lépicié, françois bernard, lépicié, françois-bernard, lépicié, bernard]","[1698, 1755]","[bernard françois lépicié, lépicié, bernard françois]","[1610, 1755]",1,"wga_lépicié, françois-bernard, (1698-1755)",rijks_rjgd-bernard-françois-lépicié,"(6947, 560)",3,"[88, 0]"
823,100,"[maas, dirk]","[1659, 1717]","[dirk maas, maas, dirk]","[1609, 1717]",1,"wga_maas, dirk, (1659-1717)",rijks_rjgd-dirk-maas,"(6951, 1141)",51,"[50, 0]"
824,98,"[machy, pierre-antoine de]","[1723, 1807]","[demachy, pierre antoine, pierre antoine demachy]","[1709, 1809]",0,"wga_machy, pierre-antoine de, (1723-1807)",rijks_rjgd-pierre-antoine-demachy,"(6955, 4334)",6,"[14, 2]"
157,100,"[francesco maffei, maffei, francesco]","[1600, 1660]","[francesco maffei, maffei, francesco]","[1620, 1660]",1,"wga_maffei, francesco, (1600-1660)",rijks_rjgd-francesco-maffei,"(2557, 1348)",9,"[20, 0]"
825,100,"[maggiotto, domenico]","[1712, 1794]","[domenico maggiotto, maggiotto, domenico]","[1713, 1793]",1,"wga_maggiotto, domenico, (1712-1794)",rijks_rjgd-domenico-maggiotto,"(6961, 1169)",3,"[1, 1]"
826,100,"[maltese, francesco]","[1610, 1660]","[fieravino, francesco (genaamd il maltese), francesco fieravino (genaamd il maltese)]","[1650.0, 1650.0]",1,"wga_maltese, francesco, (1610-1660)",rijks_rjgd-francesco-fieravino-(genaamd-il-maltese),"(6976, 1341)",3,"[40.0, 10.0]"
294,100,"[mander, carel van, mander, karel van, the elder, karel van mander]","[1548, 1606]","[karel van mander (i), mander, karel van (i)]","[1505, 1609]",1,"wga_mander, karel van, the elder, (1548-1606)",rijks_rjgd-karel-van-mander-(i),"(3069, 3420)",28,"[43, 3]"
293,100,"[mander, carel van, mander, karel van, the elder, karel van mander]","[1548, 1606]","[karel van mander, mander, karel van]","[1558.0, 1593.0]",0,"wga_mander, karel van, the elder, (1548-1606)",rijks_rjgd-karel-van-mander,"(3069, 3419)",31,"[10.0, 13.0]"
210,100,"[manetti, rutilio, rutilio di lorenzo manetti]","[1571, 1639]","[manetti, rutilio di lorenzo, rutilio di lorenzo manetti]","[1501, 1639]",1,"wga_manetti, rutilio, (1571-1639)",rijks_rjgd-rutilio-di-lorenzo-manetti,"(2785, 4674)",11,"[70, 0]"
489,100,"[maratti, carlo, carlo maratta, maratta, carlo]","[1625, 1713]","[carlo maratti, maratti, carlo]","[1605, 1713]",1,"wga_maratti, carlo, (1625-1713)",rijks_rjgd-carlo-maratti,"(3904, 670)",104,"[20, 0]"
586,100,"[matthijs maris, maris, matthijs]","[1839, 1917]","[maris, matthijs, matthijs maris]","[1808, 1917]",1,"wga_maris, matthijs, (1839-1917)",rijks_rjgd-matthijs-maris,"(4332, 3778)",120,"[31, 0]"
345,100,"[maron, anton von, anton von maron]","[1731, 1808]","[anton von maron, maron, anton von]","[1733, 1808]",1,"wga_maron, anton von, (1733-1808)",rijks_rjgd-anton-von-maron,"(3290, 370)",18,"[2, 0]"
827,96,"[marot, daniel i]","[1661, 1752]","[daniël marot (i), marot, daniël (i)]","[1663, 1752]",1,"wga_marot, daniel i, (1661-1752)",rijks_rjgd-daniël-marot-(i),"(6999, 1029)",231,"[2, 0]"
1299,93,"[marot, daniel i]","[1661, 1752]","[daniël marot (ii), marot, daniël (ii)]","[1606, 1769]",0,"wga_marot, daniel i, (1661-1752)",rijks_rjgd-daniël-marot-(ii),"(1030, 6999)",16,"[55, 17]"
829,100,"[martinelli, giovanni]","[1600, 1659]","[giovanni martinelli, martinelli, giovanni]","[1610, 1668]",1,"wga_martinelli, giovanni, (1600-1659)",rijks_rjgd-giovanni-martinelli,"(7004, 1792)",6,"[10, 9]"
830,100,"[giovanni andrea donducci, mastelletta]","[1575, 1655]","[donducci, giovanni andrea, giovanni andrea donducci]","[1502, 1655]",1,"wga_mastelletta, (1575-1655)",rijks_rjgd-giovanni-andrea-donducci,"(7015, 1731)",4,"[73, 0]"
334,100,[master of alkmaar],"[1500, 1540]",[master of alkmaar],"[1500.0, 1520.0]",1,"wga_master of alkmaar, (1500-1515)",rijks_rjgd-master-of-alkmaar,"(3205, 3743)",27,"[0.0, 20.0]"
831,91,[master of the legend of saint lucy],"[1480, 1510]",[the (bruges) master of the legend of saint ursula],"[1480.0, 1480.0]",0,"wga_master of the legend of saint lucy, (1480-1510)",rijks_rjgd-the-(bruges)-master-of-the-legend-of-saint-ursula,"(7087, 4818)",9,"[0.0, 30.0]"
832,97,[master of the legend of saint ursula (i)],"[1480, 1500]",[the (bruges) master of the legend of saint ursula],"[1480.0, 1480.0]",1,"wga_master of the legend of saint ursula (i), (1480-1500)",rijks_rjgd-the-(bruges)-master-of-the-legend-of-saint-ursula,"(7088, 4818)",15,"[0.0, 20.0]"
833,96,[master of the legend of saint ursula (ii)],"[1480, 1520]",[the (bruges) master of the legend of saint ursula],"[1480.0, 1480.0]",0,"wga_master of the legend of saint ursula (ii), (1480-1520)",rijks_rjgd-the-(bruges)-master-of-the-legend-of-saint-ursula,"(7089, 4818)",4,"[0.0, 40.0]"
834,89,[master of the life of the virgin],"[1463, 1480]",[master of the amsterdam death of the virgin],"[1430.0, 1500.0]",0,"wga_master of the life of the virgin, (1463-1480)",rijks_rjgd-master-of-the-amsterdam-death-of-the-virgin,"(7091, 3746)",12,"[33.0, 20.0]"
835,100,[master of the lille adoration],"[1510, 1530]",[master of the lille adoration],"[1520.0, 1520.0]",1,"wga_master of the lille adoration, (1510-1530)",rijks_rjgd-master-of-the-lille-adoration,"(7092, 3750)",6,"[10.0, 10.0]"
836,100,"[matham, theodor]","[1605, 1676]","[matham, theodor, theodor matham]","[1606, 1676]",1,"wga_matham, theodor, (1605-1676)",rijks_rjgd-theodor-matham,"(7115, 4832)",297,"[1, 0]"
837,100,"[matteini, teodoro]","[1754, 1831]","[matteini, teodoro, teodoro matteini]","[1705, 1831]",1,"wga_matteini, teodoro, (1754-1831)",rijks_rjgd-teodoro-matteini,"(7116, 4814)",27,"[49, 0]"
838,94,"[mazzolino, ludovico]","[1480, 1530]","[lodovico mazzolino, mazzolino, lodovico]","[1480, 1528]",1,"wga_mazzolino, ludovico, (1480-1528)",rijks_rjgd-lodovico-mazzolino,"(7132, 3560)",13,"[0, 2]"
365,100,"[meissonnier, juste-aurèle, juste-aurèle meissonnier]","[1695, 1750]","[juste aurèle meissonnier, meissonnier, juste aurèle]","[1693, 1750]",1,"wga_meissonnier, juste-aurèle, (1698-1750)",rijks_rjgd-juste-aurèle-meissonnier,"(3378, 3393)",198,"[2, 0]"
397,100,"[francesco melzi, melzi, francesco]","[1491, 1570]","[francesco melzi, melzi, francesco]","[1493, 1503.0]",1,"wga_melzi, francesco, (1493-1570)",rijks_rjgd-francesco-melzi,"(3514, 1349)",14,"[2, 67.0]"
140,100,"[anton raphael mengs, mengs, anton raphael]","[1728, 1779]","[anton raphael mengs, mengs, anton raphael]","[1703, 1779]",1,"wga_mengs, anton raphael, (1728-1779)",rijks_rjgd-anton-raphael-mengs,"(2456, 368)",81,"[25, 0]"
839,90,"[merano, giovanni battista]","[1632, 1698]","[giovanni battista maderna, maderna, giovanni battista]","[1653, 1663]",0,"wga_merano, giovanni battista, (1632-1698)",rijks_rjgd-giovanni-battista-maderna,"(7150, 1751)",3,"[21, 35]"
840,90,"[merian, matthäus the younger]","[1621, 1687]","[matthäus merian (ii), merian, matthäus (ii)]","[1603, 1687]",1,"wga_merian, matthäus the younger, (1621-1687)",rijks_rjgd-matthäus-merian-(ii),"(7153, 3787)",3,"[18, 0]"
427,100,"[adam frans van der meulen, meulen, adam frans van der, van der meulen, adam frans]","[1631, 1690]","[adam frans van der meulen, meulen, adam frans van der]","[1601, 1690]",1,"wga_meulen, adam frans van der, (1632-1690)",rijks_rjgd-adam-frans-van-der-meulen,"(3672, 102)",74,"[30, 0]"
87,100,"[michelangelo buonarroti, michelangelo, michelangelo di lodovico buonarroti simoni]","[1475, 1564]",[michelangelo],"[1403, 1564]",1,"wga_michelangelo buonarroti, (1475-1564)",rijks_rjgd-michelangelo,"(1595, 3865)",726,"[72, 0]"
88,100,"[michelangelo buonarroti, michelangelo, michelangelo di lodovico buonarroti simoni]","[1475, 1564]","[anselmi, michelangelo, michelangelo anselmi]","[1491, 1554]",0,"wga_michelangelo buonarroti, (1475-1564)",rijks_rjgd-michelangelo-anselmi,"(1595, 3866)",724,"[16, 10]"
428,100,"[michiel jansz. van mierevelt, van miereveld, michiel jansz., miereveld, michiel jansz. van]","[1567, 1641]","[michiel jansz van mierevelt, mierevelt, michiel jansz van]","[1505, 1641]",1,"wga_miereveld, michiel jansz. van, (1567-1641)",rijks_rjgd-michiel-jansz-van-mierevelt,"(3673, 3876)",152,"[62, 0]"
842,100,"[mieris, jan van]","[1660, 1690]","[jan van mieris, mieris, jan van]","[1606, 1690]",1,"wga_mieris, jan van, (1660-1690)",rijks_rjgd-jan-van-mieris,"(7172, 2840)",4,"[54, 0]"
843,100,"[mij, hieronymus van der]","[1687, 1761]","[hieronymus van der mij, mij, hieronymus van der]","[1605, 1761]",1,"wga_mij, hieronymus van der, (1687-1761)",rijks_rjgd-hieronymus-van-der-mij,"(7173, 2170)",7,"[82, 0]"
844,100,"[mijn, george van der]","[1726, 1763]","[george van der mijn, mijn, george van der]","[1728, 1763]",1,"wga_mijn, george van der, (1726-1763)",rijks_rjgd-george-van-der-mijn,"(7174, 1591)",6,"[2, 0]"
845,97,"[mijn, heroman van der]","[1684, 1741]","[herman van der mijn, mijn, herman van der]","[1684, 1719.0]",1,"wga_mijn, heroman van der, (1684-1741)",rijks_rjgd-herman-van-der-mijn,"(7175, 2145)",4,"[0, 22.0]"
846,97,"[mijtens, daniel ii]","[1644, 1688]","[daniël mijtens (ii), mijtens, daniël (ii)]","[1608, 1688]",1,"wga_mijtens, daniel ii, (1644-1688)",rijks_rjgd-daniël-mijtens-(ii),"(7176, 1032)",3,"[36, 0]"
847,90,"[mijtens, martin i]","[1648, 1736]","[martin mytens (i), mytens, martin (i)]","[1606, 1736]",1,"wga_mijtens, martin i, (1648-1736)",rijks_rjgd-martin-mytens-(i),"(7178, 3726)",2,"[42, 0]"
848,100,"[moitte, pierre-etienne]","[1722, 1780]",[moitte],"[1759.0, 1759.0]",0,"wga_moitte, pierre-etienne, (1722-1780)",rijks_rjgd-moitte,"(7570, 3889)",2,"[37.0, 21.0]"
849,100,"[moni, louis de]","[1698, 1771]","[louis de moni, moni, louis de]","[1603, 1771]",1,"wga_moni, louis de, (1698-1771)",rijks_rjgd-louis-de-moni,"(7582, 3586)",4,"[95, 0]"
219,100,"[jean-baptiste monnoyer, monnoyer, jean-baptiste]","[1636, 1699]","[jean baptiste monnoyer, monnoyer, jean baptiste]","[1607, 1699]",1,"wga_monnoyer, jean-baptiste, (1636-1699)",rijks_rjgd-jean-baptiste-monnoyer,"(2815, 2913)",113,"[29, 0]"
850,100,"[mont, hans]","[1540, 1585]","[hans mont, mont, hans]","[1550.0, 1550.0]",1,"wga_mont, hans, (1540-1585)",rijks_rjgd-hans-mont,"(7586, 1939)",2,"[10.0, 35.0]"
851,100,[morazzone],"[1573, 1626]","[morazzone, pier francesco, pier francesco morazzone]","[1508, 1626]",1,"wga_morazzone, (1573-1626)",rijks_rjgd-pier-francesco-morazzone,"(7592, 4326)",8,"[65, 0]"
170,100,"[jean-michel moreau, moreau, jean-michel]","[1741, 1814]",[michel],"[1750.0, 1750.0]",0,"wga_moreau, jean-michel, (1741-1814)",rijks_rjgd-michel,"(2591, 3854)",112,"[9.0, 64.0]"
169,100,"[jean-michel moreau, moreau, jean-michel]","[1741, 1814]","[jean michel moreau, moreau, jean michel]","[1703, 1814]",1,"wga_moreau, jean-michel, (1741-1814)",rijks_rjgd-jean-michel-moreau,"(2591, 2973)",112,"[38, 0]"
852,100,"[mostaert, gillis]","[1534, 1598]","[gillis mostaert (i), mostaert, gillis (i)]","[1530, 1598]",1,"wga_mostaert, gillis, (1534-1598)",rijks_rjgd-gillis-mostaert-(i),"(7607, 1722)",6,"[4, 0]"
853,100,"[mostaert, jan]","[1475, 1555]","[jan jansz mostaert, mostaert, jan jansz]","[1485, 1553]",1,"wga_mostaert, jan, (1475-1555)",rijks_rjgd-jan-jansz-mostaert,"(7608, 2708)",15,"[10, 2]"
854,100,"[moucheron, isaac de]","[1667, 1744]","[isaac de moucheron, moucheron, isaac de]","[1611, 1744]",1,"wga_moucheron, isaac de, (1667-1744)",rijks_rjgd-isaac-de-moucheron,"(7610, 2226)",56,"[56, 0]"
203,100,"[mura, francesco de, francesco de mura, de mura, francesco]","[1696, 1782]","[francesco de mura, mura, francesco de]","[1604, 1782]",1,"wga_mura, francesco de, (1696-1782)",rijks_rjgd-francesco-de-mura,"(2757, 1338)",42,"[92, 0]"
856,100,"[murant, emanuel]","[1622, 1700]","[emanuel murant, murant, emanuel]","[1612, 1700]",1,"wga_murant, emanuel, (1622-1700)",rijks_rjgd-emanuel-murant,"(7617, 1237)",7,"[10, 0]"
858,100,"[nasini, giuseppe nicola]","[1657, 1736]","[giuseppe nicola nasini, nasini, giuseppe nicola]","[1601, 1736]",1,"wga_nasini, giuseppe nicola, (1657-1736)",rijks_rjgd-giuseppe-nicola-nasini,"(7626, 1832)",2,"[56, 0]"
859,100,"[natus, johannes]","[1658, 1662]","[johannes natus, natus, johannes]","[1660.0, 1660.0]",1,"wga_natus, johannes, (1658-1662)",rijks_rjgd-johannes-natus,"(7629, 3227)",3,"[2.0, 2.0]"
860,100,"[navez, françois-joseph]","[1787, 1869]","[françois joseph navez, navez, françois joseph]","[1711, 1869]",1,"wga_navez, françois-joseph, (1787-1869)",rijks_rjgd-françois-joseph-navez,"(7631, 1452)",4,"[76, 0]"
861,97,"[nazari, bartolomeo]","[1699, 1758]","[bartolommeo nazari, nazari, bartolommeo]","[1605, 1758]",1,"wga_nazari, bartolomeo, (1699-1758)",rijks_rjgd-bartolommeo-nazari,"(7632, 533)",5,"[94, 0]"
286,100,"[aert van der neer, neer, aert van der, van der neer, aert]","[1603, 1677]","[aert van der neer, neer, aert van der]","[1604, 1677]",1,"wga_neer, aert van der, (1603-1677)",rijks_rjgd-aert-van-der-neer,"(3050, 181)",112,"[1, 0]"
862,100,"[netscher, constantijn]","[1668, 1723]","[constantijn netscher, netscher, constantijn]","[1612, 1723]",1,"wga_netscher, constantijn, (1668-1723)",rijks_rjgd-constantijn-netscher,"(7641, 839)",5,"[56, 0]"
863,100,"[neyn, pieter de]","[1597, 1639]","[neyn, pieter de, pieter de neyn]","[1512, 1639]",1,"wga_neyn, pieter de, (1597-1639)",rijks_rjgd-pieter-de-neyn,"(7644, 4415)",5,"[85, 0]"
864,92,"[neyts, gillis]","[1623, 1687]","[gilles neyts, neyts, gilles]","[1623, 1665.0]",1,"wga_neyts, gillis, (1623-1687)",rijks_rjgd-gilles-neyts,"(7645, 1714)",50,"[0, 22.0]"
865,100,"[niccolò di pietro gerini, gerini, niccolò di pietro]","[1366, 1415]","[gerini, niccolò di pietro, niccolò di pietro gerini]","[1390.0, 1415]",1,"wga_niccolò di pietro gerini, (1366-1415)",rijks_rjgd-niccolò-di-pietro-gerini,"(7650, 4058)",24,"[24.0, 0]"
866,100,"[nickelen, isaak van]","[1632, 1703]","[isaak van nickelen, nickelen, isaak van]","[1633, 1712]",1,"wga_nickelen, isaak van, (1632-1703)",rijks_rjgd-isaak-van-nickelen,"(7656, 2247)",4,"[1, 9]"
601,100,"[jan van noordt, noordt, jan van]","[1623, 1681]","[jan van noordt (1623-1676), noordt, jan van (1623-1676)]","[1623, 1676]",1,"wga_noordt, jan van, (1623-1676)",rijks_rjgd-jan-van-noordt-(1623-1676),"(4392, 2844)",27,"[0, 5]"
1784,93,"[jan van noordt, noordt, jan van]","[1623, 1681]","[juan van noort, noort, juan van]","[1629.0, 1652]",0,"wga_noordt, jan van, (1623-1676)",rijks_rjgd-juan-van-noort,"(3376, 4392)",16,"[6.0, 29]"
867,100,"[odevaere, joseph-denis]","[1775, 1830]","[joseph denis odevaere, odevaere, joseph denis]","[1712, 1830]",1,"wga_odevaere, joseph-denis, (1775-1830)",rijks_rjgd-joseph-denis-odevaere,"(7678, 3335)",8,"[63, 0]"
868,100,"[oever, hendrick ten]","[1639, 1716]","[hendrick ten oever, oever, hendrick ten]","[1604, 1716]",1,"wga_oever, hendrick ten, (1639-1716)",rijks_rjgd-hendrick-ten-oever,"(7679, 1998)",7,"[35, 0]"
869,100,"[ollivier, michel-barthélémy]","[1712, 1784]",[michel],"[1750.0, 1750.0]",0,"wga_ollivier, michel-barthélémy, (1712-1784)",rijks_rjgd-michel,"(7682, 3854)",2,"[38.0, 34.0]"
870,96,"[ommeganck, balthazar paul]","[1755, 1826]","[balthasar paul ommeganck, ommeganck, balthasar paul]","[1712, 1826]",1,"wga_ommeganck, balthazar paul, (1755-1826)",rijks_rjgd-balthasar-paul-ommeganck,"(7683, 481)",14,"[43, 0]"
871,100,"[orcagna, orcagna, andrea]","[1308, 1368]","[andrea di cione orcagna, orcagna, andrea di cione]","[1320, 1368]",1,"wga_orcagna, (1308-1368)",rijks_rjgd-andrea-di-cione-orcagna,"(7689, 254)",10,"[12, 0]"
872,100,"[ortelius, abraham]","[1528, 1598]","[abraham ortelius, ortelius, abraham]","[1503, 1598]",1,"wga_ortelius, abraham, (1528-1598)",rijks_rjgd-abraham-ortelius,"(7693, 78)",2,"[25, 0]"
873,100,"[van os, j.-j.-g., os, georgius jacobus johannes, os, georgius van, os, georgius, os, georg jakob joh., van os, georgius jacobus johannes, os, georgius jacobus johannes van]","[1782, 1861]","[georgius jacobus johannes van os, os, georgius jacobus johannes van]","[1711, 1861]",1,"wga_os, georgius van, (1782-1861)",rijks_rjgd-georgius-jacobus-johannes-van-os,"(7695, 1595)",9,"[71, 0]"
1415,94,"[van os, j.-j.-g., os, georgius jacobus johannes, os, georgius van, os, georgius, os, georg jakob joh., van os, georgius jacobus johannes, os, georgius jacobus johannes van]","[1782, 1861]","[george jacobus johannes van os, os, george jacobus johannes van]","[1805, 1841]",0,"wga_os, georgius van, (1782-1861)",rijks_rjgd-george-jacobus-johannes-van-os,"(1584, 7695)",7,"[23, 20]"
874,100,"[ostendorfer, michael]","[1494, 1549]","[michael ostendorfer, ostendorfer, michael]","[1490, 1559]",1,"wga_ostendorfer, michael, (1494-1549)",rijks_rjgd-michael-ostendorfer,"(7698, 3850)",7,"[4, 10]"
875,92,"[ouwater, isaak]","[1750, 1793]","[isaac ouwater, ouwater, isaac]","[1707, 1793]",1,"wga_ouwater, isaak, (1750-1793)",rijks_rjgd-isaac-ouwater,"(7703, 2235)",9,"[43, 0]"
876,100,"[paelinck, joseph]","[1781, 1839]","[joseph paelinck, paelinck, joseph]","[1703, 1839]",1,"wga_paelinck, joseph, (1781-1839)",rijks_rjgd-joseph-paelinck,"(7713, 3350)",3,"[78, 0]"
92,100,"[girolamo francesco maria mazzola, parmigianino]","[1503, 1540]",[parmigianino],"[1501, 1540]",1,"wga_parmigianino, (1503-1540)",rijks_rjgd-parmigianino,"(1740, 4204)",257,"[2, 0]"
877,100,"[pasinelli, lorenzo]","[1629, 1700]","[lorenzo pasinelli, pasinelli, lorenzo]","[1609, 1703]",1,"wga_pasinelli, lorenzo, (1629-1700)",rijks_rjgd-lorenzo-pasinelli,"(7734, 3572)",3,"[20, 3]"
879,100,"[passe, crispijn van de]","[1565, 1637]","[crispijn van de passe, passe, crispijn van de]","[1574.0, 1574.0]",1,"wga_passe, crispijn van de, (1565-1637)",rijks_rjgd-crispijn-van-de-passe,"(7737, 975)",7,"[9.0, 63.0]"
878,100,"[passe, crispijn van de]","[1565, 1637]","[crispijn van de passe (i), passe, crispijn van de (i)]","[1564, 1637]",0,"wga_passe, crispijn van de, (1565-1637)",rijks_rjgd-crispijn-van-de-passe-(i),"(7737, 976)",862,"[1, 0]"
229,100,"[passeri, giuseppe, giuseppe passeri]","[1654, 1714]","[giuseppe passeri, passeri, giuseppe]","[1603, 1714]",1,"wga_passeri, giuseppe, (1654-1714)",rijks_rjgd-giuseppe-passeri,"(2863, 1833)",9,"[51, 0]"
172,100,"[passerotti, bartolomeo, bartolomeo passarotti]","[1529, 1592]","[bartolomeo passarotti, passarotti, bartolomeo]","[1506, 1592]",1,"wga_passerotti, bartolomeo, (1529-1592)",rijks_rjgd-bartolomeo-passarotti,"(2600, 528)",33,"[23, 0]"
880,91,"[pee, jan van]","[1640, 1710]","[jan van lee, lee, jan van]","[1551.0, 1739.0]",0,"wga_pee, jan van, (1640-1710)",rijks_rjgd-jan-van-lee,"(7748, 2835)",12,"[89.0, 29.0]"
258,100,"[peeters, bonaventure, peeters, bonaventura, peeters, bonaventure (i), peeters, peeters, bonaventure (1), peeters, bonaventura (1), peeters i, bonaventura, bonaventura peeters the elder]","[1614, 1652]","[clara peeters, peeters, clara]","[1589, 1659]",0,"wga_peeters, bonaventura, (1614-1652)",rijks_rjgd-clara-peeters,"(2992, 805)",25,"[25, 7]"
257,100,"[peeters, bonaventure, peeters, bonaventura, peeters, bonaventure (i), peeters, peeters, bonaventure (1), peeters, bonaventura (1), peeters i, bonaventura, bonaventura peeters the elder]","[1614, 1652]","[bonaventura peeters (i), peeters, bonaventura (i)]","[1607, 1652]",1,"wga_peeters, bonaventura, (1614-1652)",rijks_rjgd-bonaventura-peeters-(i),"(2992, 591)",53,"[7, 0]"
256,100,"[peeters, bonaventure, peeters, bonaventura, peeters, bonaventure (i), peeters, peeters, bonaventure (1), peeters, bonaventura (1), peeters i, bonaventura, bonaventura peeters the elder]","[1614, 1652]","[gillis peeters (i), peeters, gillis (i)]","[1601, 1653]",0,"wga_peeters, bonaventura, (1614-1652)",rijks_rjgd-gillis-peeters-(i),"(2992, 1723)",40,"[13, 1]"
533,100,"[joannes meyssens, peeters, gillis i]","[1612, 1670]","[joannes meyssens, meyssens, joannes]","[1605, 1670]",1,"wga_peeters, gillis i, (1612-1653)",rijks_rjgd-joannes-meyssens,"(4102, 3016)",183,"[7, 0]"
468,100,"[jan peeters i, peeters, jan]","[1624, 1678]","[jan peeters (i), peeters, jan (i)]","[1624, 1680]",1,"wga_peeters, jan, (1624-1678)",rijks_rjgd-jan-peeters-(i),"(3771, 2762)",31,"[0, 2]"
565,100,"[pellegrini, giovanni antonio, giovanni antonio pellegrini, pellegrino, antonio, pellegrini, gianantonio]","[1675, 1741]","[giovanni antonio pellegrini, pellegrini, giovanni antonio]","[1604, 1741]",1,"wga_pellegrini, giovanni antonio, (1675-1741)",rijks_rjgd-giovanni-antonio-pellegrini,"(4233, 1736)",63,"[71, 0]"
881,100,"[peruzzini, antonio francesco]","[1646, 1724]","[antonio francesco peruzzini, peruzzini, antonio francesco]","[1668, 1690.0]",1,"wga_peruzzini, antonio francesco, (1646-1724)",rijks_rjgd-antonio-francesco-peruzzini,"(7765, 393)",5,"[22, 34.0]"
12,100,"[pesne, antoine, antoine pesne]","[1683, 1757]","[antoine pesne, pesne, antoine]","[1605, 1757]",1,"wga_pesne, antoine, (1683-1757)",rijks_rjgd-antoine-pesne,"(161, 356)",95,"[78, 0]"
882,100,"[peterzano, simone]","[1540, 1596]","[peterzano, simone, simone peterzano]","[1550.0, 1550.0]",1,"wga_peterzano, simone, (1540-1596)",rijks_rjgd-simone-peterzano,"(7767, 4766)",9,"[10.0, 46.0]"
551,100,"[piazzetta, giovanni battista, giovanni battista piazzetta]","[1682, 1754]","[giovanni battista piazzetta, piazzetta, giovanni battista]","[1602, 1754]",1,"wga_piazzetta, giovanni battista, (1682-1754)",rijks_rjgd-giovanni-battista-piazzetta,"(4184, 1754)",63,"[80, 0]"
308,100,"[pieneman, jan willem, jan willem pieneman]","[1779, 1853]","[jan willem pieneman, pieneman, jan willem]","[1711, 1853]",1,"wga_pieneman, jan willem, (1779-1853)",rijks_rjgd-jan-willem-pieneman,"(3100, 2876)",73,"[68, 0]"
883,100,"[pietersz., pieter]","[1540, 1603]","[pieter pietersz. (i), pietersz., pieter (i)]","[1541, 1603]",1,"wga_pietersz., pieter, (1540-1603)",rijks_rjgd-pieter-pietersz.-(i),"(7786, 4485)",10,"[1, 0]"
884,100,"[pignoni, simone]","[1611, 1698]","[pignoni, simone, simone pignoni]","[1604, 1698]",1,"wga_pignoni, simone, (1611-1698)",rijks_rjgd-simone-pignoni,"(7795, 4767)",8,"[7, 0]"
202,100,"[marco pino, pino, marco, pino, marco dal, marco da siena]","[1521, 1588]","[marco pino, pino, marco]","[1525, 1587]",1,"wga_pino, marco, (1525-1587)",rijks_rjgd-marco-pino,"(2756, 3696)",20,"[4, 1]"
185,100,"[domenico piola, piola, domenico]","[1627, 1703]","[domenico i piola, piola, domenico i]","[1627, 1704]",1,"wga_piola, domenico, (1627-1703)",rijks_rjgd-domenico-i-piola,"(2662, 1168)",22,"[0, 1]"
100,100,"[pisanello, antonio pisano, antonio di puccio pisano (antonio di puccio da cereto)]","[1395, 1455]","[antonio pisanello, pisanello, antonio]","[1311, 1455]",1,"wga_pisanello, (1395-1455)",rijks_rjgd-antonio-pisanello,"(1840, 400)",97,"[84, 0]"
885,96,"[pittoni, giovanni battista, the elder]","[1520, 1585]","[giovanni battista pittoni (i), pittoni, giovanni battista (i)]","[1520, 1583]",1,"wga_pittoni, giovanni battista, the elder, (1520-1585)",rijks_rjgd-giovanni-battista-pittoni-(i),"(7802, 1756)",10,"[0, 2]"
886,100,[pomarancio],"[1553, 1626]","[cristoforo pomarancio, pomarancio, cristoforo]","[1552, 1626]",1,"wga_pomarancio, (1553-1626)",rijks_rjgd-cristoforo-pomarancio,"(7817, 983)",6,"[1, 0]"
887,100,"[post, pieter jansz]","[1608, 1669]","[jansz, pieter, pieter jansz]","[1602, 1672]",0,"wga_post, pieter jansz, (1608-1669)",rijks_rjgd-pieter-jansz,"(7826, 4452)",80,"[6, 3]"
888,100,"[potter, pieter symonsz.]","[1598, 1652]","[pieter symonsz. potter, potter, pieter symonsz.]","[1600, 1652]",1,"wga_potter, pieter symonsz., (1598-1652)",rijks_rjgd-pieter-symonsz.-potter,"(7827, 4501)",7,"[2, 0]"
1384,90,"[pourbus, frans the elder, pourbus the elder, frans]","[1545, 1581]","[frans ii pourbus, pourbus, frans ii]","[1512, 1590.0]",0,"wga_pourbus, frans the elder, (1545-1581)",rijks_rjgd-frans-ii-pourbus,"(1405, 7830)",17,"[33, 9.0]"
90,100,"[poussin, nicolas, nicolas poussin]","[1594, 1665]","[nicolas poussin, poussin, nicolas]","[1506, 1665]",1,"wga_poussin, nicolas, (1594-1665)",rijks_rjgd-nicolas-poussin,"(1668, 4132)",453,"[88, 0]"
86,100,"[cavaliere calabrese, mattia preti, preti, mattia]","[1613, 1699]","[mattia preti, preti, mattia]","[1602, 1699]",1,"wga_preti, mattia, (1613-1699)",rijks_rjgd-mattia-preti,"(1547, 3788)",98,"[11, 0]"
362,89,"[adam pynacker, pynacker, adam]","[1620, 1673]","[adam pijnacker, pijnacker, adam]","[1602, 1673]",1,"wga_pynacker, adam, (1620-1673)",rijks_rjgd-adam-pijnacker,"(3367, 107)",43,"[18, 0]"
